Author,Rating,Review_Title,Review
ness,5,Great Tablet for the price for any age,I purchased this tablet for my mother as a christmas present. She is not tech savy to say the least. Once she got it set up she has fallen in love with. I would highly recommend this tablet to anyone
Gamer25,5,Great tablet,Bought 3 Amazon fire tablet on Black Friday and the family love it
Guttaman,5,Great gift for all ages,My 3 year old love it.. Cool apps and easy to use!
chris,4,Good for the money,"great tablet for the money. I mostly use it for movies. Plan on getting an sd card, storage runs out fast"
Kyle,5,Great tablet for the price,My girlfriend and I purchased this for her nephew and he absolutely loves it. He is able to play his games on it and his Mom is able to read books to him before bed. Great product for any age.
Chan,5,Great product,Works well for beginner or a child. Great gaming tablet
EMTTEX,5,Great tablet,"If you want to read books without the bulky books, this is what you need. Lightweight even."
ss100rabh,5,great,awesome for this price i purchased it o thanksgiving for just $35
Cramp,5,Great Tablet,This is an awesome tablet for the price. Kindle got it right.
Pops,5,Easy to use,I would highly recommend this as a beginner tablet.
poochie,4,great,I bought 2 for each of my children and they love it.
IALANIZ,5,Loved gift!,Loved this as a Xmas gift !! Recommend to all!!!!!
LuvsBB43,4,Serves its purpose,Great value for an awesome gadget. Love it so much
Kellie,5,Wonderful,A gift for my daughter for Christmas. She loves it.
716paul,5,For $35 unbeatable,Wow - bought this on Black Friday. The quality of construction is fantastic. The display is really good. I bought an RCA Tablet at Walmart in 2014- this absolutely blows it away. Display is good. Apps are good. Maybe a little slow ( not laptop fast) but over all speed is satisfactory. Definitely recommend. I'd buy at full price and still be impressed.
Jend,5,Perfect,The price was right and just what my husband needed. Easy to use and setup.
tcolville,5,Great for tenagers,My daughters love this tablet and all they can do.
SignatureGroup,5,Great Product,Great product... Had gone to Walmart... Priced very expensive... Best Buy saved the day...
Crystal,3,Its okay,When purchased it wouldnt turn on. After doing some research everyone said theirs did that after dropped or being dropped in water. I FINALLY got it to come on.
Gene,5,Great Amazon Fire,Bought this for my 6 year old granddaughter because of the price. I may go back and get myself one. It takes great pictures. And it is easy to use.
bartender91157,5,great tablet for children and adults,both adults and children will be delighted with this tablet.
Rachael,5,great tablet,"Although I am satisfied and happy with my purchase, it was slimmer and longer than I'd expected."
Lasateen,4,Great for price,"This kindle is really good for the price. Screen is too small for me,but for my daughter it is perfect. Does a lot of cool things."
Deep,4,Great Tablet,This has been a great tablet specially for children.
Alex,4,great for apps and easy for kids to use,"The tablet is good, the kids enjoy it, and is easy to use but the camera could be a bit more upgraded but for the price its a great deal."
stickyvicky,4,Great easy tablet for my daughters 1st electronic!,"Easy to use, easy to handle, and good for her to learn responsibility for her own device!"
deno911,5,great tablet,"The kindle fire is a great tablet, you can do lots with it and it seems well made."
Joshue,4,super tablet,Is easy and nice tablet. I love it... I can share my account with my husband.
Cynthia,5,Great,Very satisfied with this product ! Works great! Does all I need
Flyer,5,Great little device for the price,I'm pleased with the Amazon Fire. It puts web browsing and a reader in a device that will fit in my purse. As a Black Friday special the price was almost 'too good to be true'.
Nbtate,5,Loving it!,So far so good I am absolutely loving this tablet and its durability . neat features and abilities for the price!
BobT,5,Great tablet,Mainly purchased for my kids to watch movies on long road trips. Put in a 64gb microsd card and you have endless entertainment!
MRB84,4,Tablet is not a great camera,"My kids say this tablet is great for their needs. The camera is poor, but not a big deal since they had no intention of using the tablet as a camera."
chris30633,5,Great tablet for beginners,Great tablet for beginners or anyone and a great value
cj123,4,Great tablet and Kindle reader in one,I enjoy reading my Kindle and also wanted the benefits of a tablet. Kindle Fire offers both options for me. It's not much heavier than my Kindle reader and the size is only slightly larger.
Muneeb,5,Decent deal,Good product.........................................................
sampson11421,5,great value,It's fast small cute and great for web. I gave a few as gifts and everyonel over it.
Tablet,5,Nice tablet,Bought this tablet for my daughters to play apps on and to watch Netflix shows. It's nice that it has 2 cameras and expandable memory. Great price.
Frog,5,Great product,I am very happy with this purchase. Works perfect.
christellblu,5,Amazing Tablet,"I originally was buying one Kindle Fire for my grandson, but after reviewing specifications I decided to buy 2. I am so happy I did!"
aleshkasmom,5,Very functional for my needs,Very functional for my needs. Quick and easy to set up. I love my new Kindle Fire!!!
sunilsmom,4,great for kids,For the price is great for kids. I like that memory expansion can go up to 128gb
MzShawn,5,Christmas,"It was for my daughter for Christmas. She love it, I'm happy"
Itsheezzy,5,Great Buy,Bought it on Black Friday as a gift for my mom. She's told me about 16 times how much she loves it. The only trade off is a smaller screen but still a great buy for the price
Jamie,5,Great Product!,This product is totally worth buying. It's perfect for someone who likes to play games or read.
carrot,5,great,this fire tablet is Good for normal purpose. and this tablet is also useful for childrens
anthony,4,it works great for the kids.,This product does great for the kids. We haven't had and problems with it.
Nanglo,5,Affordable and useful!,"Great product for the price. Whether it be for reading, playing games or surfing the web. Easy to use, good for all ages."
Hectina,4,Great for Kids!,It was easy to setup. The kids love it! Pretty good battery life.
Ness,5,It's great for games,I got is for one of my family members and he loves it
Trentm25,3,Tablet is okay for the price,I started out liking the tablet but having to change a lot of the settings. It works good but I really did not like the advertisements that were appearing.
rthom9539,4,Great purchase,Great purchase. Easy to operate and smooth transaction.
Bipul,4,Good,Very small tab with a great resolution. Price is also low.
dj1978,4,Great tab for the price,It's a great tab for low end applications. Especially for kids.
Monie,4,Great for beginner,Great for young ages and can be stored easily in school backpack
Patrick,5,Great tablet for a young girl,Bought this for my younger sister. She's 9 and uses it to stream Netflix and play games. She tells me it's fantastic
GoSilverSwords,3,Excellent for the price you pay,"This is definitely not an iPad or a high end tablet. Nevertheless, for the discounted price that i paid on it (so, less than $50), it is well worth getting. I wanted something bigger while waiting for the next iPad Air to come out, and this fits the bill for paying little and getting a basic low end tablet. It is geared towards Amazon media consumption, ad it does that decently even with a screen resolution less than HD. If the sale comes back again where it is $15 off, I would not hesitate to recommend it again."
Kath2587,4,Awesome gift,Gave this to my mom and dad and they love it! Perfect!
Missy,5,Cool Gift,My parents loved receiving this for Christmas! Old people friendly. ;)
Celeste,4,Perfect starter tablet,"Bought for a 7 yr old. Very light weight which is nice, has sufficient memory. Would be nicer if you didn't need an amazon account to set up."
rguerrero22,5,Great beginner tablet,We are loving this for our son! Fast and comes with all apps he loves!
LadiesLove,5,The fire tv stick great for beginners,The Fire Tv. Stick and fire Tablet are great for beginners
johnny,4,great for little kids,"i bought this for my 4yr old sister and a 32gb memorystick to put all her movies on it and it works great, but you have to find a app that plays it since the install one was a little hard to use for a kid"
Cubella32,4,Great product for a great price,It's a good tablet for a good price I also love the free trial of amazon prime
jmarmstrong07,5,Great for kids!,This is a great little starter tablet for my son and his cousins!
Hugo,4,Mother in law,Gift for my mother in law she really liked it but it heats up a little to much.. it's good overall
mary45,5,My daughter loves her table.,I was a great price for a tablet! I would buy this tablet again.
Kari,5,Great tablet for practice price,Bought as gift and great tablet for price! Awesome
gordis,5,good for reading,Really good for reading and watching movies and playing games.
fyrbrat55,2,good for beginners,I hope to have it set up for my disabled daughter sooon
RAS222,5,awesome tablet for my nieces and nephews.,Bought this for my nieces and nephews and they love it. Parental controls are easy to set.
Chip,5,Great product,"Easy to setup, quick delivery! Great for beginner users of technology."
Lilmommasdonuts,5,Awesome!,Maybe im just partial to anything Amazon does but this tablet rocks!
76040995,4,Kids love it!,"I purchased for Christmas gifts, kids are loving so far!"
swan,4,Fire 7 REview,Has some good apps and performance is good for the specs.
erieshopper,4,great,"bought for child , great gift love the item would recommend it"
Bestbuyer,3,Great low price tablet,Bought this in thanksgiving sale. It's a great loss price tablet at the sale price but would not buy it for regular price. Would go for HD model instead by playing a bit extra though.
Dave,4,I like it,Problem is battery life. Seems short compared to earlier models.
MrBill,5,Great beginner tablet,This is great for someone who LOVES Amazon and has prime. The video playback is in HD and is spectacular
beola55,5,Great price,Purchased these for a few christmas gifts to give away.
Treedoctor27,4,Great value,It's a good cheap tablet. The ads on the lock screen are a major downfall.
jwpjones,5,Great tablet for a child,My kids (10 & 11) both got one of these for Christmas and they have been attached to it since opening it. Great for all the games they like and watching Netflix and it was a fairly priced device which are all the reasons we got them. Not sure if it has everything an adult would want in a mobile device since I didn't get it for me but my kids sure do seem to love it so I can definitely say I recommend this for a young child.
Dr1978,5,Awesome!!,"Bought for my daughter as an upgrade from her last one, and she loves it!!! I also bought another for her sister and both girls can navigate everything really easy."
GatorNation,5,Awesome for the price,It is a nice Kindle for the price. Works and runs well for all i needed
Tree,5,Great tablet for a child,I purchased this tablet for my child and it hasn't disappointed. Easy to use and intuitive.
Kt15,5,Great tablet,Bought this tablet for my daughter after having a Nabi in the past. I myself had one of the first generation Fire and loved it. In comparison to the Nabi this is a much better buy! Over all the price and App Store are so much better.
Ourday,5,Great note pad.,Purchased for myself and just love it! It's just as nice as the Kindle.
Dwalk1220,4,Great gift for relative,Great tablet for the price. My aunt is still loving it with no complaints.
Billyg33,4,Great tablet,This Fire tablet was worth every penny of the $35 price tag on Black Friday. We bought 6 of them as gifts and should've bought 6 more. I could've handed them out to a few others that were jealous. Lol
BBrev1,5,Perfect tablet for streaming movies and videos,"Basic and no frills,exactly what i wanted for travel :-)"
Chase,4,"For the price, it's worth it.","Cheap, I bought this for my son. If you can't afford an iPad, get this."
Momofthree,4,Great for the price,Bought for my three kids and so far there are no complaints. Easy to use!
HurrikaneChuk,5,Love it,"can't go wrong with it, my first ever tablet, it's worth the price"
Raenchb,3,Was a gift,Don't know much about this item. I purchased it on Black Friday for my niece. Hope she likes it.
Neil,5,I love it,I love this tablet! It's user friendly and my kids love it! I'm so glad I bought this tablet!
srini,4,Good for Reading,This tablet is really good for reading and may be used for some browsing. this is overall good deal for the price
temp1,4,good product,The screen is sharp and response is good. Set up is easy
migalito,4,Great tablet for reading and playing games,I would give this tablet great recommendations for anyone to buy it. We purchased for family members in Mexico and they love i. Easy to use. Great buy.
OpenBoxCharles,5,Pecfect to reading,"I purchased this item not to play games, but to use as a search tools and read newspapers and books . Works perfectly. Great Price for Xams."
Pooka,4,Good for price,I purchased this tablet for my kids ages 7 and 6. They love them! !!
Rich,4,So far so good,Kids have only had for 3 days and love them. Screen doesn't seem to slide as well as other fire devices. But screen protector solved that anyway
Trainz1,5,Great Product,Love Kindle fire bought for an elderly friend and she just love the ease of use.
Shep8247,5,Autistic son loves this tablet,"Great deal on this tablet, easy for my son to use."
Stephyoday0612,5,Great tablet for anyone!,"This tablet is so great. It's easy to use, the price tag is amazing! The App Store has a great selection. I would recommend to just about anyone."
JayKay,4,Good deal,Good to get additional accessories on Thanks giving...
JamPop44,3,Great for young school age kids,"I purchased these for my grandchildren, ages 3 to 9. Not a lot of power/performance but great for the kids. They have downloaded books from amazon and viewed movies on Netflix. One downfall was my Grandson could not connect his tablet to his MiP's robot he received for Christmas. Would not recommend this tablet to those seeking computer performance like that of the large more functional tablets like Samsung Dell and others"
Theboysmomma68,5,Great for kiddos,We bought the tablets for our kiddos for a great price on a Black Friday deal! Our kiddos love it and it's perfect for their school programs!
Mominmi,4,Great for kids,"I bought These for my kids, they like playing games on it. My only complaint is they take hours to charge."
Sailor,5,"Great size and feel, thin and light","I was looking for something easier to read emails with than my phone, but small and light for travel. This is just the right size. I have an 11 inch tablet but it is too large and heavy."
lolly1981,4,Nice tablet,I brought this tablet based on word of mouth. After buying this item I see that it is easy to use.
Smitty,4,Not bad,After rooting and placing play store on it I liked it more. Not bad for the price.
Par16kr,4,Great buy for the price!,"Very nice looking, but the setup could use some work."
Babielishes,5,It a great table,Yes I will recommend to everybody because I buy 2 of them and my goddaughter And son like it
Redskin1,5,Great for grandsons,My grandson loves his Christmas gift and has not put it down yet. I will buy another for the other grandchildren.
Chrissy,4,Great price!,Great price and lots of free apps! Definitely happy I purchased it!
JKDM,5,Great buy!,"Does everything I asked of my Kindle - I read and play games - but also does so much more if you need to, including taking photos. A very cost-effective little tablet."
joker28,4,Good tablet for price,"Bought one for my son a while back, now got one for my daughter. Great tablet for whole family at a great price."
Jmet,4,Good for beginners,Bought 2 for the kids and they seem happy with them.
Snackbar,5,A Great First Tablet!,"Got this tablet for my kids(ages 3 to 8). Really good starter tablet with excellent parental controls on it. Does not necessarily have all the bells and whistles, but still an excellent tablet, especially for the kids!"
skin44,5,Nice,Got it for 35 bucks for my son and he loves it so I'm happy
TheBigGuy,5,Great little tablet!,Bought on Black Friday for a Christmas present and it has been worth every penny!
Hazel,5,Practical,I love that this tablet has a variety of apps that can be easily be taken to places
MovieManiac,5,Great Gift,Bought this for a family member and he loves it. Great value for the price!
earl,5,Tablet for my daughter,The tablet is fast and my daughter loves it. She can play on it and also read books.
Phil,5,great for kids,My kids love it their first tablet they pay on it all the time
Susan,5,Perfect gift for my sister,It's exactly what I was looking for. My sister was very happy with it and it meets her needs.
francis,5,great,very fast and kid friendly for my young son gifts.
Zietzy,5,Great tablet for my son!,Great price! Got it for my kid for Christmas. He loves it! He plays games on it and streams Netflix with ease!
Gamermom,5,Awesome kindle,I have an older Kindle & this has so many more options. It has a camera & more apps.
AriKK40,3,Kindle Fire,"I was looking for a Kindle Fire because I have had other android tablets in the past and most times the Kindle app makes them crash or takes up too much space on the tablet. I like it for reading but it isn't as great for other things and you are not allowed to have the Google Play store on it because that competes with the Amazon app store. However, not all apps are available on the Amazon app store so this was an immediate drawback for me. I will keep this and use it but in the future I will not buy Kindle tablets again."
techmind,5,can't beat this deal!,"This is a great tablet for the money. I got it on black friday and am so glad I did get a few of them for the entire family. The biggest thing that sold me on this is that I am able to use parental controls and not worry about what my little kids are watching, reading, or playing. Go buy it for the family, you won't regret it!"
BrianG1287,5,Wife and kids love their Fires,"Bought this for my wife for Xmas. Also bought 3 more for each of my kids. Great interface, easy to use. Suggest buying a memory card as well for storage of all the apps."
Renny,4,Great!!,Great small tablet with great value!Must get one ASAP... You can't beat this price!!
justme,4,Perfect for my 12 year old!,She has no idea that this item has limitations and was thrilled to receive a tablet with a camera. She seems to be entrenched in it 24/7 so it must be working.
curly4president,5,SUPER FUNCTIONAL TABLET,"Great tablet, especially for the price. I didn't know exactly what I would use this for when first purchased, but have found many cool uses."
Cole,4,Nice tablet,The tablet works good for my son with the games he use
Smitty,5,Nice Tablet,I brought this for my nephew(6). He loves it does everything that the high dollar tablets do but at a fraction of the the cost. A very good buy!!!
LauraDoubleU,4,"Good, basic tablet","I got this on black Friday for $35. Even at the regular price of $50, it's a steal. It is a basic tablet that will download apps and go on the internet. While the internet browser isn't that great, it is comparable to a phone system, which costs a lot more."
orlando42,4,Great Gift,Would recommend it 100%. EASY TO USE GREAT FOR KIDS
Jessie,4,Great Tablet,First time I have ever used a Kindle Fire and I wasn't disappointed. It is very good tablet. The only downside is that there aren't that many apps like the Google store has.
HomeTheaterGuru,2,Too much advertisement,Every time it was turned on and Every time I went to the Internet I had advertisement. If I'm going to pay money for something I certainly don't want advertisement along with it. If it were free okay fine advertise to me.The advertisement could not be shut off. I returned it.
eemmak,5,Good Value,This tablet performs very well. It is great for someone that does not need a sophisticated tablet. Great value for the price.
Cl3an,2,"So,so","I purchased this for my husband to play his games on(clash of clans). The BB salesperson assured me he would be able to use it for that. Got it home, turns out you can only use/gets apps from the Amazon store which does not include games like clash of clans. It was already opened and set up so I gave it to my 6 yr old. He plays a few games on it and watches some movies, but would much rather play with the iPad."
Maya,5,great reader.,Easy to operate. Easy to download books. Size is great for carrying in a purse. Color is really good. Very happy with this product.
Cdennis,4,Great tablet for kids,"I purchased 3 of these, one for each of my children."
Hockeydad4,4,Nice tablet to supplement the iPhone,Bought 2 Fire tablets so my boys would not be starng at their iPhones for games. They were thrilled!
lauriethree,4,nice little tablet,"This Amazon fire tablet is a nice little tablet. Picture is sufficient for the price. Audio output is on back so if it's in a case, the sound is muted, but otherwise nice tablet for the price...."
Jnati513,5,Great,Bought this for a 3 year old great for kids for games and movies
rcbend21,5,Awesome Stocking Stuffers,We bought two of these for our kids and they both love them! Easy to set up and operate. They are a welcome improvement over them using their phones for all the apps and games they enjoy.
Mariano,5,Great tablet.,Good working tablet. Just the right size and glad that I am able to add a memory card. Good apps available for this tablet.
Becstar,5,Great present!,Daughter loves it and great customer service! Educational and fun!
sandy,5,Excellent Tablet for Basic usage,I was looking for a basic tablet for normal use - games and music - and this tablet answered my need and to top it up fit my budget as well. I bought this during the thanks-giving season this year and is worth the price I shelled out. Bestbuy as usual shipped it in time and free shipping was just an icing on the cake :-). Would recommend this to anyone.
Bouda,5,Love them,Order two and love them. Great gifts for anybody get cases for them
golfered12,4,Decent tablet,"This tablet is exacting what it is, an inexpensive, decent tablet. I got it for grandchildren to use for game apps and books from Amazon."
frugal75,5,Perfect Tablet for Beginner,I bought the fire for my father for Christmas. The is his first tablet and I was afraid he would not use it. He has not put it down and it could not be more user friendly! I would recommend to anyone looking for a low cost tablet!!!
Jamara,4,Good for its price,It really is helpful to have this tablet around. It's really good for its price but the camera isn't so good but it still is a great deal.
twilightvorkin,5,Kindle 7,Very convenient item to use. Easy to read ebooks and came with one month of Amazon Prime.
Maria,4,Quality product for the price.,"I bought this for my 9 year old and it is perfect for reading books and playing games. My only disappointment is with kindle because if I put him as I child under my account he has access to my books, which I do not want to happen. I had to create an account just for him."
Kindleuser1,3,You get what you pay for,Not as good as the HDX but does well for $50. Also much slower than HDX. Screen is more pixelated than anticipated. Would probably spend more next time and get a quicker unit.
Funny,5,Kindle,Nice device not bad on sale. You get what you pay for.
1234,4,Great,Very good item. Works well for child. easy to use.
Nick,4,great for kids,This was a great product foe the money. Was able to download games for kids with no problems. Easy to access parental controls for myself..love it
Jazz,5,Great for kids,Nice to download games works well for kids for a great price !
amoreau,4,a good tablet to use while traveling,"It is good tablet if you do not high expectations of performance, good for traveling by car and use to see maps or give to kids"
Kteacher,5,Great price for classroom use,Bought for my K classroom!! Great price for student use!!
Blazemom,5,Love this tablet,"I hesitated initially when purchasing this tablet, mostly because I have never had a tablet or e-reader and wasn't sure I could figure out how to use it. Even though this table comes with virtually no instructions, there is a lot of information online and it is very intuitive, even for a total novice. Now, just about a month since my purchase, I am loving this tablet so much and am so happy I purchased it. The price break made it an even sweeter purchase."
Jmp825,4,Well worth the price,"This isn't a high performance tablet but i didn't expect it to be for the price. It's perfect for playing app games, reading, and web browsing. The biggest downfall is the limitations on customizing the home screens."
Liveforhim,5,Great Tablet,This was a replacement for a previous Fire. My wife loves it and the Fire does what she needs
Carolinny,5,10 ur old loves it!!!!,Love this kindle fire. Awesome product for an incredible price.
J0ewhite,5,Gift for a nephew.,My granddaughter has the kids version so I purchased this one for an older nephew and he lives this kindle.
FABLE,5,Great for gifts,I bought this for my mom and it's great. I have a fire and I love reading on it so I knew she would to.
pnkpnthr,5,Great tablet for educational apps.,Got it for my 2 year old nephew. He is now completing puzzles and playing educational games on it!
starango,5,Great tablet for kids,For the price this was a great tablet for my kids. They love it!!!
i3user,4,Solid tablet for the price,"Hard to beat, especially during Black Friday at $35. Meets the needs."
1reviewer,3,good tablet for the price,"This is a good tablet for the price, however, it runs slow and the touch screen response is not the best. This isn't the right tablet if you're looking for a high speed, high performance tablet."
TaraEG,5,Great for the price!,"I bought this as a requirement for my sons class. It was easy to set up, and he uses it with no problem at all. He just uses it for research in class, so I didn't want to spend a lot money-or give him my tablet, but I'm very pleased with all he's able to do on it. The price just seals the deal; I'm very pleased overall and would repurchase the tablet."
Stefpratt,3,Great tablet for a kid,I like what you get for the price. But it is a little tricky for my kids to figure out so I do have to help them a lot.
Joseph,5,Great Product for perfect Price,As good if not better than many other more expensive tablets
Techfreak,3,"Okay, not the best","This table works okay but slow. Warning, this device is ad subsidized for the price, meaning you have to see ads."
Kindle,5,Great Tablet,Easy to use economical and portable.I intially bought just for reading but it has been useful in apps facebook etc.
Gunderek,4,Great tablet,Realy good tablet for a great price can't go wrong
Zena63,4,Good for the price,"Nothing flashy. If you want something simple that you can just grab and go, use with babies/toddlers, throw around etc then this tablet is great. If you want something a little more robust save up for one of the more expensive models."
Jeanma,5,Great Tablet for young kids,"Bought this tablet for my little cousin and it fitted him perfectly. After 2 or 3 years, i might get him a bigger one."
Praiseguy,4,Can't beat what you get for the price.,I tried a few Samsung tables they were junk and I paid 4 times the price for those. this out preformed them 10 fold and was 1/4 of the cost. Still not quite an iPad but for the price there is probably nothing better. Free time for the kids is a great feature.
bjcarr21,5,Good Kindle for my 8 year old,My 8 year old is required to read for 20 minutes a day for school. Something about reading on an electronic device excites and he is willing to read without a fight. Great purchase for us.
SuzyQ,1,Frustrating to use,"I bought this for my 3 year old, so she would have another option for watching her shows besides my iPad. Needless to say, she was too frustrated with the slowness to load the Netflix app, and it would only get internet if you were in the same room as the modem. You really do get what you pay for. If you buy this, don't count on getting online very seamlessly. The Internet browser is really slow to use, but you can get around this by downloading Google Play store to access the Firefox app, which is not offered on the Amazon App Store. Check YouTube for instructions.."
Mike,4,For so few dollars a great tablet,"I bought 3 of these for my kids. the parental controls are good, lacking in some areas but overall what I was looking for. a way to limit what they can do and I control what is on the tablet not them. and I can see their web history etc."
Nate,4,Good tablet,Bought this tablet for my grandson and he loves it.
Shez,4,Great tablet for kids,I bought this for my 7 yr old daughter and she loves it! This is a great and inexpensive item for a young child.
Andrea,5,Great kindles for my kids,My kids are loving their kindles and they are easy for them and for me to manage
GmaLaLa,2,Does not work with WowWee MiP app,"We bought WowWee MiP robots for our grandsons, 8 and 11 years old. They don't have iPad or iPhone in their home. So thoroughly researched what else would work for installing the app. Talked with Best Buy salesperson, who said the app could be loaded via the app store (it can't).Kindle Fire 2015 is included on the WowWee ""compatibility"" list. So we bought them each a brand new Kindle in order to use the app. They had Kindles from earlier years, but these wouldn't support the Bluetooth functionality needed for the robots.ABSOLUTE FAIL. We tried EVERY possible configuration (adult vs child Amazon accounts; Bluetooth on first or off first; MiP on first or off first; etc). It never worked at all ~ not even once.Also tried full factory reset on each device, loading the app via a Google Play account, rather than Amazon Kindle account. Google Play wouldn't load the app; said it wasn't compatible with this Kindle device.Opened a ticket on WowWee. The response was that they've had the same experience - the bluetooth on this Kindle fails and so the app doesn't work with the WowWee robots. They admit it fails, yet it's still on their approved list.So this was an absolute waste of money, tho at least the boys can play some free games we loaded for them."
TMRMOM,5,Great Tablet,"I purchased this table for my son to check email, watch movies and play games. He loves it!"
BBShopper,4,"Good deal for price, but still entry level",Nice tablet for beginner or casual user. Basic functions.
JGold7,5,Love this tablet!,"You can't beat a tablet at this price! I bought it mostly for reading books on the go on the Kindle app, but I've also been using it for so much more. I would recommend to anyone looking to buy an extra device at a low price."
computer,4,Great price for kids use,"This is a great item to use with kids. I like adding memory as needed. I love the kindle fire aspects....some items can be read by text to speech.I think the kids will like the camera, their old kindle fires did not have this."
Suzyq,5,"Great tablet, really love it!",I purchase 6 i f these tablets for my grandchildren. I was very surprise Iof how great they are. I ordered one for myself. this is a great tablet!
deb251,5,Great product,This is a very nice product for the money. It works great and is so easy to use.
Sassy,5,Love this fire,Glad I decide to purchase it on black Friday . You can do anything on it.
chadn1,4,Nice Small Profile Tablet/Reader,This is a great light weight android tablet. It works well for most things that I wanted to use it for. I wanted to see if it would work for board packets but decided that the form factor is too small. As a reader and light weight table it works great. At this price it is a great buy.
bargainhunter,4,Value for money,It's the best tablet $50 can buy. touch screen is better then my first gen nexus 7.
clhenson28,5,great product,Love this tablet bought 4 for my kids and myself and play games and read on these!
kcco85,4,great for kids when on the go,"This tablet has been perfect for my son. I actually bought 3 and my kids love it. The amazon app store has tons of free games for kids (panda, toca, etc.) my kids are 4, 5 and 10. In my opinion best cheap tablet for a family on the go. Screen is good for kids, seen no lag in performance also. Not sure about camera they never use it."
Jake,5,great tablet,"Tablet easy to use and is great for face book, internet, watching movies, and reading. price was great."
Eight,5,AWESOME,Got this tablet for a great price. Works well and has a fast processor.
Kindatechsaavy,4,Great item for affordable price.,"Amazon had the item sold out so I went to best buy to purchase and they had plenty in Stock, in store, which was great."
BigFlex,4,Can't beat the price,Obviously talking about a budget tablet here so you obviously get what you pay for as always BUT this is a really decent tablet for $35 bucks (what i paid on black friday). does all your basic 'tabby' things and is very mobile. Great for those kids who feel the need for a tablet but you dont wanna break the bank haha.
batman1984,5,great for price,"you get what you pay for, great little device for very cheap. this would have been a high end tablet a few years ago. to get one for sub 100 and not have it be a p.o.s. tablet from some no name branch is amazing. i use it as an ereader, for games, for second screen when watching movies or playing xbox, etc. great battery, included ads are unobtrusive, really only notice them when they appear on unlock screen or when it makes book recommendations. none of which i mind to save fifteen bucks on the unit. highly recommend. if you lose it or it breaks you barely spent anything on it and just get another one. the microsd support is really nice too"
Eytan,4,great compact tablet,"have purchased 4-5 tablets in my life, always Samsung or Apple, my first experience with an Amazon tablet, very happy with my purchase"
amazonfire,4,A good backup tablet.,"This tablet was good enough for reading, check email and watch some movies on internet. It doesn't has a lot of option for free app as Samsung or Apple devices."
amay23,4,Great value,"Definitely not the largest or most-powerful tablet you can find, but it made an excellent gift for my tech-fearing mom! Facebook, email, reading, web browsing and maybe some Netflix; that's the limit of what she does online and this tablet fits the bill."
gayjan,5,Kindle,These are Christmas presents for my granddaughters. I am sure they will love them
Inkbok,5,Good product and value,Nice tablet. I use it often. Just the right size. Easy to use.
Collier,5,Great little tablet,"If you want a tablet for someone that's not the most tech savy, look no further. Seriously, it's the best 50 bucks you will spend."
Khimbrrlee,5,Great,Got this as a gift for my mother. It is a great little starter tablet for anyone wanting to surf the web or play some games. I also like it because it is small and portable.
user0,5,great tablet for anybody!,"wow. best price for a tablet. if google did with chromecast to pave streaming world, this tablet with amazon underground will be the next phase of free app world to come."
Peanut2,4,Great product to use as a tablet,My son uses this to take notes in class and read material related to class. It has helped him by not having to take along extra books to class.
LLLY,5,Better than I expected.,Really surprised at what this little tablet can do. I am starting to use it more than my iPad. Easier to take on vacation (smaller footprint). More comfortable to hold while reading books online.
Zico,5,Great Cost/ Reward,A high quality and affordable new toy that anyone should have. Loved it!
clkile,4,Bought for school,"I am a teacher and was looking for an inexpensive way for my students play educational games. So far, they are working as I hoped."
Anne,4,Good value for the price,I am very pleased that I was able to purchase this as a gift for my daughter
westhillsca,5,Can't beat the price,This tablet does everything and it's so much cheaper than an iPad. I don't know why people spend so much for an Apple when you get everything here for a fraction of the cost.
chirulz,5,Great price,I got this tablet for my son at a great price. Plus it is more durable.
Bill,5,Better than expected,"This was supposed to be my back-up travel type tablet.It has a display that is much better than my bigger tablet.It starts faster.The touch screen is more accurate,.Even at twice the price it would still be a bargain."
Touchin,5,Great for the price,"Great for the kids, made for a great Christmas present."
sckcahoon,5,great for everyone,"Theses kindle fires ate great for everyone. They are easy to use; have lots of features and are prefect for reading, playing games, getting organized and having fun. My kids use these all the time to do homework on, read books, watch movies and play games. I love that they have decreased the price and are easy for kids to use."
jjbb,4,love it,i love it it works perfect for my kids. i am getting another for myself
Nana,4,great for my grandsons Christmas present,I bought two of these kindles for two grandsons. They are very good with electronic items even though they are young
Kitkat2077,5,Amazing price,Amazon makes great tablets and this is at a great price
zooloo,3,ok tablet,"had a fire HD, got this to try, spend the extra and get the HD"
mjsf,4,Wow!,"Who would have thought you could get a tablet for $50? It's fast, fits the hand well, and is perfect for traveling."
RLCassidy,3,Decent,"It is a nice, cheap, small tablet to keep around for vids, Fire TV remote, etc."
Rainmaker4455,2,Ok for a beginner,"Ok for a beginner or young person, or someone just learning the technology."
BlackLionPhoto,3,Got it for my son,"I got this for my son because it's cheap enough for me to replace if he breaks it. I really have no complaints about it, has my music and great apps for my son to use. Not to mention it's easily replaceable. For more visit www.blackliontravel.com"
JAJACKS,5,Great for kids just learning to use a tablet.,Great for kids just learning to use a tablet for the first time.
Fletch,5,Excellent,"I love my fire. Easy to carry where ever I go,just great"
pilled,5,best reader - tablet,"this is one of my wifes favorite things , plays games , reads books ,"
Oxygen,5,Amazing,Cheap but very awesome tablet. It has everything that you need
RollTiderFan,4,Bargain and Delivery,This little gadget gives me the same performance as the more expensive model I previously used! Hope it lasts as long as my other one. Is thinner and lighter!
